Thoi_gian,Vi_do,Kinh_do,Dich_vu,Quan_Huyen,Quang_duong_km,Thoi_gian_phut
2024-03-22 14:29:45,10.734146,106.710522,GrabBike,Quận 7,8.68,53.5
2024-03-22 14:43:18,10.808704,106.658612,GrabBike,Tân Bình,3.78,17.9
2024-03-22 15:01:54,10.742449,106.711395,BeBike,Quận 7,4.15,19.7
2024-03-22 15:05:10,10.77486,106.698481,Gojek,Quận 1,3.12,15.3
2024-03-22 15:25:05,10.770831,106.691253,BeBike,Quận 1,1.85,12.3
2024-03-22 15:32:58,10.777707,106.685628,BeCar,Quận 3,3.17,15.6
2024-03-22 15:34:59,10.73958,106.717758,BeBike,Quận 7,3.42,26.7
2024-03-22 16:13:04,10.781005,106.685605,GrabBike,Quận 3,10.67,75.6
2024-03-22 16:16:33,10.776702,106.691626,BeBike,Quận 1,4.57,41.2
2024-03-22 16:33:41,10.77929,106.680861,BeBike,Quận 3,3.08,24.9
2024-03-22 16:36:15,10.805675,106.668952,GrabBike,Tân Bình,12.52,85.8
2024-03-22 16:59:19,10.777851,106.693993,BeCar,Quận 1,2.9,26.5
2024-03-22 17:05:03,10.799155,106.650925,Gojek,Tân Bình,3.75,27.6
2024-03-22 17:05:16,10.732791,106.717986,GrabCar,Quận 7,9.54,54.6
2024-03-22 17:26:23,10.785911,106.752928,GrabBike,Quận 2,2.39,15.8
2024-03-22 17:39:04,10.77457,106.702049,GrabBike,Quận 1,2.89,17.1
2024-03-22 17:43:35,10.778881,106.700885,GrabCar,Quận 1,3.18,28.3
2024-03-22 18:03:30,10.783437,106.690286,GrabBike,Quận 1,5.58,30.4
2024-03-22 18:20:00,10.769157,106.702999,GrabBike,Quận 1,1.65,15.4
2024-03-22 18:24:18,10.77401,106.707757,GrabBike,Quận 1,3.92,34.5
2024-03-22 18:25:46,10.78541,106.735503,GrabCar,Quận 2,2.31,17.3
2024-03-22 19:07:43,10.778,106.69503,GrabCar,Quận 1,3.81,30.4
2024-03-22 19:22:01,10.788512,106.757631,GrabCar,Quận 2,6.08,44.2
2024-03-22 19:22:12,10.720787,106.720938,GrabBike,Quận 7,2.24,8.8
2024-03-22 19:29:26,10.773693,106.696228,BeCar,Quận 1,2.1,10.9
2024-03-22 19:35:31,10.727434,106.709046,GrabCar,Quận 7,3.28,23.0
2024-03-22 19:40:22,10.79569,106.674692,GrabCar,Tân Bình,3.19,29.1
2024-03-22 19:42:17,10.783887,106.688881,GrabCar,Quận 3,6.88,41.7
2024-03-22 20:17:02,10.769105,106.690267,GrabCar,Quận 1,1.42,10.3
2024-03-22 20:30:24,10.782805,106.688134,BeCar,Quận 3,4.0,25.3
2024-03-22 20:38:15,10.774713,106.69698,GrabCar,Quận 1,2.5,19.6
2024-03-22 20:52:55,10.80269,106.653819,GrabCar,Tân Bình,1.98,12.2
2024-03-22 20:52:55,10.780817,106.693873,BeBike,Quận 1,2.29,16.4
2024-03-22 21:08:53,10.801488,106.666781,GrabBike,Tân Bình,2.65,18.7
2024-03-22 21:34:02,10.768002,106.703793,GrabBike,Quận 1,2.12,21.7
2024-03-22 21:34:43,10.783285,106.690929,GrabBike,Quận 1,2.5,21.3
2024-03-22 21:48:04,10.782649,106.683718,GrabBike,Quận 3,3.78,17.6
2024-03-22 22:35:01,10.773412,106.687551,GrabBike,Quận 3,2.29,19.3
2024-03-22 22:38:23,10.783022,106.686997,GrabBike,Quận 3,4.31,32.3
2024-03-22 22:59:19,10.781829,106.695165,GrabCar,Quận 1,5.79,41.6
2024-03-22 23:05:30,10.796927,106.7523,GrabCar,Quận 2,4.99,23.7
2024-03-22 23:11:45,10.798376,106.673927,GrabBike,Tân Bình,3.43,25.5
2024-03-22 23:15:22,10.77378,106.702847,GrabBike,Quận 1,4.79,27.0
2024-03-22 23:16:52,10.785572,106.685056,GrabBike,Quận 3,1.73,10.4
2024-03-22 23:40:10,10.774317,106.681859,BeCar,Quận 3,1.93,19.6
2024-03-22 23:52:15,10.771982,106.699336,GrabBike,Quận 1,5.23,36.3
2024-03-22 23:52:44,10.800225,106.663669,GrabBike,Tân Bình,3.48,27.5
2024-03-22 23:56:49,10.787205,106.730029,GrabBike,Quận 2,3.7,24.9
2024-03-23 00:02:12,10.802265,106.665171,Gojek,Tân Bình,3.22,26.1
2024-03-23 00:08:02,10.781153,106.690511,GrabCar,Quận 1,7.05,60.9
2024-03-23 00:15:57,10.786458,106.759564,GrabBike,Quận 2,10.71,74.9
2024-03-23 00:18:24,10.772451,106.70399,GrabBike,Quận 1,3.06,28.3
2024-03-23 00:56:06,10.735281,106.708665,BeCar,Quận 7,4.38,23.7
2024-03-23 01:00:22,10.778938,106.707394,GrabBike,Quận 1,6.65,54.7
2024-03-23 01:05:27,10.787963,106.687664,GrabCar,Quận 3,6.16,49.4
2024-03-23 01:07:35,10.781219,106.682471,GrabCar,Quận 3,2.58,14.7
2024-03-23 01:11:49,10.774068,106.696232,GrabCar,Quận 1,1.47,13.0
2024-03-23 01:17:58,10.803052,106.736339,BeBike,Quận 2,13.24,90.0
2024-03-23 01:26:15,10.802561,106.660799,GrabBike,Tân Bình,2.23,18.8
2024-03-23 02:36:16,10.774951,106.690076,BeCar,Quận 1,12.04,96.3
2024-03-23 03:23:57,10.800419,106.662464,BeBike,Tân Bình,14.71,66.0
2024-03-23 03:24:25,10.785689,106.685973,BeCar,Quận 3,6.28,46.4
2024-03-23 03:55:17,10.774543,106.701973,GrabBike,Quận 1,7.33,45.6
2024-03-23 03:58:54,10.739977,106.712438,GrabBike,Quận 7,3.83,29.5
2024-03-23 04:01:23,10.782594,106.754096,GrabBike,Quận 2,4.72,38.0
2024-03-23 04:01:52,10.777006,106.693177,GrabCar,Quận 1,2.6,18.1
2024-03-23 04:04:52,10.776717,106.68873,GrabBike,Quận 3,9.45,60.2
2024-03-23 04:06:14,10.779106,106.707013,BeCar,Quận 1,17.76,120.0
2024-03-23 04:14:12,10.791624,106.731566,BeBike,Quận 2,9.48,45.2
2024-03-23 04:18:02,10.741013,106.712647,BeBike,Quận 7,3.66,18.6
2024-03-23 04:28:03,10.773506,106.69354,GrabCar,Quận 1,2.27,16.8
2024-03-23 04:49:33,10.787723,106.754884,GrabCar,Quận 2,14.18,102.8
2024-03-23 05:03:03,10.782381,106.679528,GrabBike,Quận 3,2.14,11.8
2024-03-23 05:07:10,10.777972,106.701404,BeCar,Quận 1,5.23,41.2
2024-03-23 05:07:40,10.746545,106.730789,GrabCar,Quận 7,7.57,61.1
2024-03-23 05:28:47,10.773132,106.690134,GrabBike,Quận 3,8.79,46.3
2024-03-23 05:30:27,10.772916,106.680158,BeCar,Quận 3,9.5,70.9
2024-03-23 05:52:04,10.797231,106.654542,BeCar,Tân Bình,3.87,26.2
2024-03-23 06:18:13,10.781655,106.70235,GrabBike,Quận 1,3.3,16.8
2024-03-23 06:25:36,10.779678,106.706598,BeCar,Quận 1,2.18,18.7
2024-03-23 06:46:11,10.731756,106.705099,GrabBike,Quận 7,1.25,8.8
2024-03-23 07:15:28,10.807795,106.671702,GrabBike,Tân Bình,4.73,40.6
2024-03-23 07:15:53,10.804407,106.740917,GrabBike,Quận 2,9.34,52.0
2024-03-23 07:31:45,10.781977,106.705286,BeCar,Quận 1,2.99,19.3
2024-03-23 07:44:06,10.7746,106.686841,GrabCar,Quận 3,5.5,32.7
2024-03-23 08:07:50,10.725194,106.718399,BeCar,Quận 7,6.09,49.6
2024-03-23 08:39:32,10.782948,106.70421,BeBike,Quận 1,3.39,25.7
2024-03-23 08:45:55,10.777696,106.704557,BeCar,Quận 1,6.78,32.0
2024-03-23 08:57:49,10.774751,106.680729,BeCar,Quận 3,23.54,120.0
2024-03-23 10:16:22,10.771551,106.703968,BeCar,Quận 1,4.25,22.2
2024-03-23 10:25:13,10.783146,106.700131,GrabBike,Quận 1,5.4,25.1
2024-03-23 10:32:39,10.803949,106.751841,GrabBike,Quận 2,4.78,34.8
2024-03-23 10:34:47,10.736911,106.723348,GrabCar,Quận 7,1.49,15.7
2024-03-23 10:49:13,10.787292,106.679263,GrabBike,Quận 3,1.24,10.1
2024-03-23 10:50:01,10.7842,106.737989,BeCar,Quận 2,4.93,31.5
2024-03-23 11:51:10,10.802369,106.758348,BeCar,Quận 2,4.33,32.6
2024-03-23 11:53:03,10.802123,106.673096,GrabBike,Tân Bình,2.89,26.2
2024-03-23 12:01:20,10.777296,106.698519,GrabBike,Quận 1,4.75,31.4
2024-03-23 12:02:26,10.782157,106.69983,GrabCar,Quận 1,6.99,52.5
2024-03-23 12:13:42,10.775726,106.690287,BeBike,Quận 1,2.11,19.4
2024-03-23 12:14:03,10.768219,106.701297,GrabCar,Quận 1,2.95,16.4
2024-03-23 12:22:23,10.769248,106.703265,GrabBike,Quận 1,0.82,4.1
2024-03-23 12:33:50,10.77858,106.698239,GrabBike,Quận 1,6.82,50.1
2024-03-23 12:35:44,10.780067,106.707875,GrabCar,Quận 1,8.45,50.5
2024-03-23 12:56:30,10.772188,106.700027,BeBike,Quận 1,5.3,30.9
2024-03-23 13:15:08,10.787171,106.678236,GrabBike,Quận 3,1.72,16.8
2024-03-23 13:15:37,10.77146,106.699377,GrabBike,Quận 1,8.18,66.6
2024-03-23 13:25:31,10.793806,106.73259,GrabCar,Quận 2,5.94,47.9
2024-03-23 13:30:56,10.774926,106.699356,GrabCar,Quận 1,2.98,24.6
2024-03-23 13:39:11,10.790574,106.751018,BeBike,Quận 2,7.28,53.3
2024-03-23 13:54:57,10.743141,106.718808,GrabBike,Quận 7,5.95,35.9
2024-03-23 14:06:20,10.803513,106.667634,Gojek,Tân Bình,2.71,21.3
2024-03-23 14:13:49,10.806106,106.671761,GrabBike,Tân Bình,2.11,14.7
2024-03-23 14:25:35,10.734434,106.72223,GrabCar,Quận 7,3.02,27.2
2024-03-23 14:29:00,10.77019,106.705048,BeBike,Quận 1,4.63,34.3
2024-03-23 14:42:43,10.732669,106.726572,GrabCar,Quận 7,7.57,54.7
2024-03-23 14:55:12,10.790737,106.73003,GrabBike,Quận 2,3.01,24.1
2024-03-23 14:59:40,10.803008,106.653688,GrabBike,Tân Bình,3.17,30.2
2024-03-23 15:13:00,10.774776,106.695784,GrabCar,Quận 1,2.56,22.3
2024-03-23 15:13:28,10.775646,106.679733,GrabCar,Quận 3,7.91,52.7
2024-03-23 15:17:25,10.809571,106.668872,GrabBike,Tân Bình,7.16,41.8
2024-03-23 15:33:02,10.8003,106.66238,GrabBike,Tân Bình,3.45,17.4
2024-03-23 15:49:13,10.804281,106.658881,BeCar,Tân Bình,2.01,16.4
2024-03-23 16:05:27,10.77272,106.693349,BeBike,Quận 1,4.71,40.6
2024-03-23 16:26:53,10.782839,106.705,GrabBike,Quận 1,1.69,19.0
2024-03-23 16:27:45,10.779509,106.688097,BeCar,Quận 3,2.07,27.2
2024-03-23 17:07:03,10.776472,106.691537,GrabCar,Quận 1,7.47,55.5
2024-03-23 17:22:13,10.781981,106.693947,GrabCar,Quận 1,15.49,95.7
2024-03-23 17:52:28,10.780016,106.699493,GrabBike,Quận 1,1.21,13.5
2024-03-23 18:11:05,10.779739,106.698482,BeBike,Quận 1,5.89,37.3
2024-03-23 18:13:26,10.784646,106.678459,BeCar,Quận 3,0.91,12.2
2024-03-23 18:31:16,10.768694,106.706134,GrabBike,Quận 1,4.02,28.9
2024-03-23 18:36:55,10.742491,106.729854,GrabCar,Quận 7,2.97,18.8
2024-03-23 18:50:04,10.791415,106.743789,BeCar,Quận 2,5.93,28.2
2024-03-23 18:52:27,10.80568,106.656092,Gojek,Tân Bình,5.66,34.9
2024-03-23 18:52:45,10.78047,106.70493,GrabBike,Quận 1,7.29,55.7
2024-03-23 19:01:54,10.813144,106.662926,BeBike,Tân Bình,2.0,18.2
2024-03-23 19:06:28,10.779462,106.689633,GrabBike,Quận 3,5.77,32.7
2024-03-23 19:09:28,10.74258,106.731018,GrabCar,Quận 7,5.13,31.7
2024-03-23 19:21:14,10.808115,106.672083,BeBike,Tân Bình,4.07,32.5
2024-03-23 19:42:18,10.773603,106.687514,GrabCar,Quận 3,7.97,66.0
2024-03-23 19:47:45,10.78222,106.752467,GrabBike,Quận 2,10.37,48.2
2024-03-23 19:53:26,10.778684,106.690288,GrabCar,Quận 1,5.03,24.5
2024-03-23 19:53:26,10.778187,106.692633,GrabBike,Quận 1,1.62,15.3
2024-03-23 19:58:40,10.797848,106.653762,GrabBike,Tân Bình,8.99,55.0
2024-03-23 20:08:23,10.776225,106.692079,GrabCar,Quận 1,3.99,36.7
2024-03-23 20:14:36,10.770136,106.694611,Gojek,Quận 1,6.22,45.7
2024-03-23 21:35:17,10.795017,106.656895,BeBike,Tân Bình,4.37,33.7
2024-03-23 21:49:17,10.778513,106.700828,GrabBike,Quận 1,1.69,21.7
2024-03-23 22:22:51,10.814391,106.652991,BeCar,Tân Bình,2.94,22.4
2024-03-23 22:34:25,10.745967,106.716736,GrabBike,Quận 7,7.55,46.3
2024-03-23 22:37:56,10.77458,106.696279,GrabBike,Quận 1,2.31,10.2
2024-03-23 23:12:42,10.770121,106.698613,GrabCar,Quận 1,3.75,26.9
2024-03-23 23:25:58,10.781385,106.705758,GrabBike,Quận 1,8.41,47.2
2024-03-23 23:26:05,10.784369,106.704135,BeBike,Quận 1,7.65,46.6
2024-03-23 23:34:35,10.778593,106.698956,GrabCar,Quận 1,12.62,101.1
2024-03-23 23:46:04,10.782873,106.703311,GrabCar,Quận 1,4.4,34.6
2024-03-23 23:53:57,10.774903,106.687556,GrabBike,Quận 3,6.41,41.0
2024-03-24 00:40:25,10.775328,106.700724,GrabBike,Quận 1,5.05,37.5
2024-03-24 00:44:37,10.812967,106.666314,BeCar,Tân Bình,1.53,9.2
2024-03-24 01:06:13,10.803468,106.755991,GrabBike,Quận 2,8.58,59.4
2024-03-24 01:23:05,10.783223,106.73035,GrabCar,Quận 2,4.29,35.1
2024-03-24 01:45:45,10.778919,106.690115,GrabBike,Quận 3,4.58,30.5
2024-03-24 02:02:40,10.771912,106.702445,GrabBike,Quận 1,6.14,36.3
2024-03-24 02:12:36,10.80452,106.668652,GrabBike,Tân Bình,4.41,34.2
2024-03-24 02:16:31,10.770805,106.694304,GrabBike,Quận 1,1.77,12.7
2024-03-24 02:28:16,10.772123,106.699872,Gojek,Quận 1,1.77,17.8
2024-03-24 02:44:18,10.787241,106.754352,Gojek,Quận 2,4.05,23.8
2024-03-24 02:51:19,10.773896,106.701895,GrabCar,Quận 1,3.25,19.4
2024-03-24 03:27:51,10.784125,106.700925,GrabCar,Quận 1,3.74,25.5
2024-03-24 03:43:40,10.786054,106.754914,GrabBike,Quận 2,2.41,22.1
2024-03-24 03:47:52,10.720376,106.712696,BeBike,Quận 7,2.76,15.5
2024-03-24 03:51:55,10.774587,106.693528,GrabBike,Quận 1,2.6,22.6
2024-03-24 03:53:00,10.778268,106.700044,GrabBike,Quận 1,3.15,20.0
2024-03-24 03:53:17,10.779317,106.682121,GrabBike,Quận 3,3.8,21.6
2024-03-24 03:55:00,10.803678,106.65728,GrabBike,Tân Bình,7.6,47.7
2024-03-24 04:41:46,10.771761,106.696323,GrabBike,Quận 1,8.56,52.1
2024-03-24 04:43:58,10.782842,106.687077,GrabBike,Quận 3,9.99,49.0
2024-03-24 05:00:04,10.72892,106.733422,Gojek,Quận 7,4.1,21.5
2024-03-24 05:14:23,10.772453,106.702818,BeBike,Quận 1,3.15,16.5
2024-03-24 05:59:27,10.722444,106.724945,GrabCar,Quận 7,1.96,13.9
2024-03-24 06:54:02,10.733798,106.722073,GrabBike,Quận 7,5.45,25.5
2024-03-24 07:12:57,10.771129,106.697804,GrabBike,Quận 1,4.16,33.3
2024-03-24 07:28:06,10.799157,106.753013,GrabCar,Quận 2,4.73,39.4
2024-03-24 07:45:07,10.772038,106.696347,BeBike,Quận 1,5.1,41.2
2024-03-24 08:04:22,10.795076,106.652249,BeCar,Tân Bình,8.73,46.3
2024-03-24 08:16:27,10.783168,106.73881,GrabBike,Quận 2,5.95,44.8
2024-03-24 09:10:12,10.780903,106.699185,GrabBike,Quận 1,5.4,38.5
2024-03-24 09:13:45,10.810852,106.668873,GrabCar,Tân Bình,2.65,21.9
2024-03-24 09:19:36,10.794678,106.744996,BeCar,Quận 2,11.15,49.1
2024-03-24 09:27:53,10.783832,106.700247,GrabCar,Quận 1,4.35,25.0
2024-03-24 09:32:27,10.776208,106.705644,GrabCar,Quận 1,4.15,24.1
2024-03-24 10:19:47,10.769214,106.701808,GrabBike,Quận 1,5.82,33.3
2024-03-24 10:36:43,10.774034,106.689478,BeBike,Quận 3,2.83,22.1
2024-03-24 10:55:47,10.74378,106.720108,GrabCar,Quận 7,6.74,45.0
2024-03-24 11:06:19,10.796526,106.753179,GrabBike,Quận 2,11.93,85.0
2024-03-24 11:30:48,10.780699,106.690683,GrabCar,Quận 3,3.17,25.1
2024-03-24 11:49:01,10.779867,106.690488,GrabCar,Quận 3,4.66,35.9
2024-03-24 12:02:34,10.777907,106.697672,GrabBike,Quận 1,3.35,30.5
2024-03-24 12:03:35,10.76807,106.69532,GrabBike,Quận 1,5.52,43.4
2024-03-24 12:08:58,10.787623,106.684002,GrabBike,Quận 3,6.33,46.2
2024-03-24 12:16:49,10.779586,106.684852,Gojek,Quận 3,5.86,48.2
2024-03-24 12:30:08,10.777153,106.684882,GrabBike,Quận 3,7.22,50.2
2024-03-24 12:43:57,10.731273,106.732283,GrabBike,Quận 7,1.95,18.3
2024-03-24 13:19:15,10.806279,106.670854,GrabBike,Tân Bình,6.6,53.4
2024-03-24 13:55:52,10.808737,106.655315,GrabCar,Tân Bình,4.94,41.5
2024-03-24 13:56:54,10.78275,106.691571,GrabBike,Quận 1,15.0,94.2
2024-03-24 14:00:26,10.733459,106.712175,BeCar,Quận 7,3.91,31.8
2024-03-24 14:25:53,10.793439,106.739001,GrabBike,Quận 2,13.22,83.0
2024-03-24 14:49:49,10.798071,106.758108,GrabBike,Quận 2,8.95,64.6
2024-03-24 15:05:29,10.784764,106.682974,GrabCar,Quận 3,8.09,44.9
2024-03-24 15:06:33,10.782801,106.690439,GrabBike,Quận 3,4.68,39.7
2024-03-24 15:14:38,10.776861,106.679655,GrabBike,Quận 3,11.55,60.1
2024-03-24 15:21:00,10.770223,106.698907,BeCar,Quận 1,2.57,8.2
2024-03-24 15:23:05,10.809643,106.666431,GrabCar,Tân Bình,6.76,46.7
2024-03-24 15:48:39,10.733617,106.726879,BeCar,Quận 7,14.18,84.2
2024-03-24 15:49:21,10.778777,106.701308,GrabBike,Quận 1,3.71,26.0
2024-03-24 16:00:40,10.77144,106.695627,GrabCar,Quận 1,6.17,50.4
2024-03-24 16:03:59,10.801888,106.670205,BeBike,Tân Bình,2.52,20.1
2024-03-24 16:20:57,10.781177,106.694548,GrabBike,Quận 1,14.45,102.3
2024-03-24 16:44:05,10.796103,106.669195,GrabCar,Tân Bình,3.74,23.9
2024-03-24 16:53:44,10.803197,106.655495,BeCar,Tân Bình,4.24,29.3
2024-03-24 16:56:52,10.769989,106.690231,GrabBike,Quận 1,3.15,19.6
2024-03-24 17:02:20,10.790693,106.740193,GrabBike,Quận 2,3.54,19.5
2024-03-24 17:17:49,10.784536,106.691673,BeBike,Quận 3,3.84,20.1
2024-03-24 17:20:46,10.78517,106.737291,GrabBike,Quận 2,5.86,49.3
2024-03-24 17:52:54,10.788433,106.743978,GrabCar,Quận 2,3.97,20.4
2024-03-24 18:09:52,10.797442,106.740561,GrabBike,Quận 2,1.17,8.5
2024-03-24 18:11:34,10.769771,106.703146,GrabCar,Quận 1,6.13,37.5
2024-03-24 18:21:50,10.781509,106.694458,GrabCar,Quận 1,13.16,65.2
2024-03-24 18:37:05,10.770325,106.6995,GrabCar,Quận 1,1.86,13.1
2024-03-24 18:49:47,10.77575,106.683238,BeCar,Quận 3,5.73,41.4
2024-03-24 18:53:59,10.799434,106.736588,GrabBike,Quận 2,25.53,120.0
2024-03-24 19:05:14,10.786513,106.687436,BeBike,Quận 3,3.66,21.0
2024-03-24 19:22:27,10.785493,106.745792,GrabCar,Quận 2,4.47,31.4
2024-03-24 19:47:27,10.778439,106.693605,GrabCar,Quận 1,3.11,27.9
2024-03-24 20:32:16,10.770464,106.699561,GrabBike,Quận 1,9.1,55.6
2024-03-24 21:00:13,10.797346,106.743952,GrabBike,Quận 2,7.76,41.5
2024-03-24 21:32:10,10.773261,106.690953,BeBike,Quận 3,2.72,15.0
2024-03-24 21:38:47,10.797374,106.748636,GrabBike,Quận 2,5.29,25.7
2024-03-24 21:43:53,10.778942,106.697175,GrabBike,Quận 1,2.93,28.2
2024-03-24 21:46:42,10.749532,106.70898,GrabBike,Quận 7,2.98,25.8
2024-03-24 21:51:43,10.785305,106.683892,GrabCar,Quận 3,2.87,17.8
2024-03-24 22:02:49,10.802027,106.751518,GrabCar,Quận 2,3.42,18.0
2024-03-24 22:13:24,10.777558,106.706878,BeCar,Quận 1,3.03,21.8
2024-03-24 22:31:10,10.788424,106.678733,BeCar,Quận 3,4.72,35.2
2024-03-24 22:34:01,10.725778,106.725281,BeBike,Quận 7,11.8,86.3
2024-03-24 22:56:57,10.803046,106.74291,GrabBike,Quận 2,2.95,20.7
2024-03-24 23:38:20,10.768651,106.701579,GrabBike,Quận 1,2.8,24.1
2024-03-25 00:19:06,10.77131,106.699942,GrabBike,Quận 1,5.92,33.3
2024-03-25 00:33:23,10.778924,106.685812,GrabBike,Quận 3,3.32,23.7
2024-03-25 00:43:39,10.783851,106.698744,BeCar,Quận 1,2.7,20.1
2024-03-25 01:05:11,10.795691,106.664523,BeBike,Tân Bình,5.12,26.9
2024-03-25 01:42:56,10.773538,106.704006,GrabBike,Quận 1,4.36,37.3
2024-03-25 02:10:06,10.775989,106.703345,BeCar,Quận 1,3.53,26.3
2024-03-25 02:13:04,10.813176,106.659057,BeBike,Tân Bình,7.75,34.4
2024-03-25 02:16:00,10.789809,106.680097,BeCar,Quận 3,3.58,23.1
2024-03-25 02:16:35,10.807879,106.650869,GrabBike,Tân Bình,8.77,47.2
2024-03-25 02:50:07,10.726392,106.724013,GrabBike,Quận 7,5.42,46.9
2024-03-25 03:10:56,10.768785,106.691832,GrabCar,Quận 1,1.86,13.6
2024-03-25 03:12:02,10.80082,106.664391,GrabBike,Tân Bình,5.63,28.7
2024-03-25 03:20:23,10.768272,106.698682,GrabCar,Quận 1,3.44,16.8
2024-03-25 03:35:18,10.783263,106.683635,GrabBike,Quận 3,2.09,14.4
2024-03-25 03:51:16,10.76915,106.700996,BeCar,Quận 1,4.47,21.8
2024-03-25 04:00:03,10.778299,106.699109,GrabBike,Quận 1,3.34,23.9
2024-03-25 04:04:28,10.779783,106.69374,GrabCar,Quận 1,16.78,120.0
2024-03-25 04:30:20,10.779535,106.692906,BeCar,Quận 1,3.53,25.2
2024-03-25 04:38:44,10.789817,106.732027,BeBike,Quận 2,5.14,40.1
2024-03-25 05:11:21,10.811383,106.663456,BeBike,Tân Bình,2.71,23.8
2024-03-25 05:26:26,10.749131,106.73327,GrabCar,Quận 7,4.08,26.9
2024-03-25 05:48:12,10.789974,106.679418,GrabBike,Quận 3,6.26,47.9
2024-03-25 05:57:54,10.778312,106.697336,GrabBike,Quận 1,20.29,120.0
2024-03-25 06:13:15,10.777055,106.695558,GrabBike,Quận 1,5.21,44.3
2024-03-25 06:14:14,10.768817,106.70274,GrabBike,Quận 1,1.79,18.2
2024-03-25 06:36:09,10.784419,106.699583,BeBike,Quận 1,11.27,87.8
2024-03-25 06:38:25,10.801592,106.673457,GrabBike,Tân Bình,7.83,43.3
2024-03-25 07:09:37,10.778564,106.690803,GrabBike,Quận 3,0.85,4.4
2024-03-25 07:24:28,10.782547,106.699517,GrabCar,Quận 1,1.79,12.3
2024-03-25 07:26:30,10.779507,106.702606,GrabCar,Quận 1,3.41,32.0
2024-03-25 07:35:53,10.778899,106.692893,GrabBike,Quận 1,2.55,11.8
2024-03-25 07:43:07,10.779777,106.690058,GrabBike,Quận 1,4.25,22.4
2024-03-25 07:46:39,10.780071,106.699987,GrabCar,Quận 1,3.23,12.1
2024-03-25 07:51:20,10.786494,106.754113,GrabCar,Quận 2,7.91,53.2
2024-03-25 08:20:13,10.77489,106.698744,GrabCar,Quận 1,8.5,58.8
2024-03-25 08:35:38,10.795553,106.660033,GrabBike,Tân Bình,2.17,18.3
2024-03-25 08:46:05,10.770845,106.694971,GrabBike,Quận 1,15.15,94.8
2024-03-25 09:03:33,10.772286,106.690828,GrabBike,Quận 1,10.7,83.4
2024-03-25 09:16:25,10.791512,106.745678,GrabCar,Quận 2,0.8,8.3
2024-03-25 09:31:56,10.782279,106.684471,GrabBike,Quận 3,2.61,18.8
2024-03-25 09:38:26,10.782782,106.690678,BeCar,Quận 1,2.26,16.7
2024-03-25 09:41:36,10.795345,106.755984,GrabCar,Quận 2,2.5,20.9
2024-03-25 10:01:48,10.768698,106.698934,GrabCar,Quận 1,1.0,5.7
2024-03-25 10:46:45,10.778013,106.693436,GrabBike,Quận 1,4.96,38.8
2024-03-25 10:56:31,10.786313,106.753568,GrabBike,Quận 2,2.79,15.2
2024-03-25 10:57:30,10.806348,106.657894,GrabBike,Tân Bình,6.22,37.9
2024-03-25 11:11:21,10.781001,106.703441,GrabBike,Quận 1,18.52,93.7
2024-03-25 11:25:16,10.773872,106.698796,GrabCar,Quận 1,12.16,89.4
2024-03-25 11:34:03,10.796613,106.740297,BeBike,Quận 2,3.06,22.1
2024-03-25 11:41:35,10.778693,106.694519,BeCar,Quận 1,4.36,38.3
2024-03-25 11:50:59,10.772964,106.695592,BeBike,Quận 1,6.78,57.8
2024-03-25 12:04:38,10.788849,106.689671,BeCar,Quận 3,13.6,85.9
2024-03-25 12:43:18,10.736955,106.721916,Gojek,Quận 7,4.69,23.1
2024-03-25 12:47:47,10.768954,106.701691,Gojek,Quận 1,2.24,14.6
2024-03-25 12:48:13,10.788203,106.748369,GrabCar,Quận 2,6.67,41.4
2024-03-25 12:52:30,10.787124,106.678637,GrabBike,Quận 3,2.1,14.0
2024-03-25 12:53:20,10.782927,106.685899,GrabBike,Quận 3,2.14,12.7
2024-03-25 14:35:08,10.799135,106.666161,Gojek,Tân Bình,8.26,39.4
2024-03-25 14:49:42,10.736645,106.72802,GrabBike,Quận 7,9.52,62.9
2024-03-25 14:57:40,10.769881,106.697985,GrabBike,Quận 1,12.01,58.0
2024-03-25 15:10:03,10.784965,106.702407,GrabBike,Quận 1,11.45,91.2
2024-03-25 15:26:24,10.740529,106.714536,BeBike,Quận 7,6.82,31.6
2024-03-25 15:29:27,10.796878,106.673737,BeCar,Tân Bình,3.35,33.3
2024-03-25 15:37:14,10.773898,106.691898,GrabCar,Quận 3,1.92,18.3
2024-03-25 15:37:41,10.774264,106.680393,GrabBike,Quận 3,4.18,21.3
2024-03-25 15:42:33,10.801167,106.662809,BeBike,Tân Bình,3.75,13.1
2024-03-25 15:54:55,10.79976,106.75913,GrabCar,Quận 2,3.99,20.3
2024-03-25 16:02:40,10.730765,106.705612,GrabBike,Quận 7,4.28,15.3
2024-03-25 16:03:56,10.7831,106.687951,BeCar,Quận 3,3.46,30.5
2024-03-25 16:07:44,10.774757,106.693303,GrabCar,Quận 1,5.37,39.1
2024-03-25 16:10:30,10.80112,106.666395,GrabBike,Tân Bình,2.39,8.7
2024-03-25 16:10:45,10.780895,106.688408,GrabBike,Quận 3,5.89,46.1
2024-03-25 16:19:19,10.775927,106.689788,GrabBike,Quận 3,2.0,14.9
2024-03-25 16:40:19,10.774806,106.682619,BeBike,Quận 3,5.53,47.3
2024-03-25 17:01:38,10.778051,106.703264,GrabCar,Quận 1,3.53,24.6
2024-03-25 17:09:19,10.776791,106.691274,GrabBike,Quận 3,5.78,38.6
